Hours_Studied	Attendance	Access_to_Resources	Sleep_Hours	Previous_Scores	Tutoring_Sessions	Exam_Score												
24	69	Low	6	96	4	70												
12	81	High	10	97	1	66												
27	78	Medium	7	86	3	70												
22	83	High	8	96	2	71												
18	95	High	7	96	2	70												
21	95	Medium	7	63	1	70												
9	78	Medium	7	100	2	66												
22	61	Medium	5	63	1	64												
14	77	High	4	51	5	66												
12	84	Medium	7	98	1	68												
11	82	Low	6	61	2	61												
27	86	Medium	8	79	2	72												
16	66	High	8	99	1	66												
29	86	Low	7	52	1	68												
17	67	Medium	9	63	1	61												
10	90	Medium	7	80	0	67												
13	74	High	5	88	3	66												
27	88	Medium	7	90	3	74												
19	62	Medium	9	94	0	66												
17	76	Medium	4	58	4	67												
21	88	Low	7	69	4	71												
23	69	Low	8	86	0	66												
27	92	Medium	10	86	0	71												
29	85	Medium	9	65	4	72												
18	84	Medium	7	65	2	66												
12	74	Low	8	66	1	62												
18	79	Medium	4	95	1	66												
22	84	High	5	95	2	69												
14	79	Medium	8	51	0	64												
14	88	Medium	7	66	4	69												
22	77	Low	7	70	2	69												
20	68	Low	7	99	0	64												
20	69	High	7	97	3	68												
15	60	Medium	7	81	4	63												
19	72	Medium	5	52	1	64												
14	90	High	7	60	2	69												
25	92	High	5	72	1	71												
26	68	High	6	98	2	67												
9	98	Medium	9	55	3	67												
14	80	Low	7	90	2	66												
11	97	High	8	60	0	67												
16	88	High	7	75	2	68												
19	89	Medium	6	88	1	69												
11	63	High	5	85	0	62												
14	69	Medium	6	89	2	66												
14	60	Medium	7	91	1	63												
21	89	Low	8	65	2	67												
20	74	Medium	7	68	3	68												
16	91	Low	8	91	2	66												
21	74	Medium	5	52	3	66												
17	93	Medium	8	76	0	67												
18	65	Medium	5	96	1	66												
30	67	Medium	8	94	1	69												
28	74	High	8	90	2	72												
12	76	Low	4	51	0	60												
25	74	High	8	94	0	68												
25	91	Medium	8	96	3	72												
13	64	High	9	83	1	64												
25	74	Medium	6	65	0	65												
29	93	High	7	74	3	76												
13	63	Medium	8	88	0	59												
14	98	Medium	8	91	0	67												
26	99	Medium	8	67	4	73												
22	64	High	6	66	1	64												
23	72	High	8	87	3	67												
22	75	Medium	8	84	3	69												
22	91	Low	7	76	1	69												
12	84	High	6	71	2	67												
26	86	High	6	83	2	72												
27	90	Medium	9	52	2	86												
19	65	High	8	54	0	62												
20	93	Low	7	79	1	69												
11	88	High	7	61	2	68												
23	83	High	4	89	1	99												
23	96	Medium	7	89	1	70												
20	88	Medium	5	85	2	68												
27	68	Medium	7	95	0	67												
18	77	Medium	9	57	1	66												
23	80	High	6	63	0	66												
14	62	High	7	63	2	62												
20	98	Medium	8	89	3	72												
19	65	High	7	76	0	64												
21	88	Medium	6	63	1	68												
18	80	High	7	57	2	66												
19	61	High	8	95	4	68												
25	97	High	7	85	3	75												
17	94	Low	7	76	3	67												
10	81	Medium	9	98	2	65												
30	69	Medium	8	92	2	68												
28	65	Medium	5	59	2	67												
12	75	Medium	8	75	1	63												
24	70	High	8	74	2	67												
17	80	Medium	5	92	0	67												
22	99	Medium	4	57	2	73												
22	83	Medium	5	73	0	67												
19	96	Medium	7	82	1	71												
15	86	Medium	9	97	2	67												
16	79	Low	6	95	0	68												
15	94	Low	8	77	1	68												
15	79	Medium	4	80	1	66												
20	95	Low	7	93	0	68												
16	72	Low	6	87	2	63												
24	65	High	10	94	2	68												
29	94	High	4	95	1	74												
17	83	Medium	7	92	3	65												
21	96	Medium	4	50	1	69												
23	98	High	6	66	1	70												
23	62	Low	4	70	3	65												
20	80	Medium	10	84	1	68												
24	75	Medium	6	65	0	65												
23	85	High	7	66	0	68												
13	92	High	7	70	4	68												
25	71	Medium	5	98	0	66												
25	82	Medium	9	72	0	70												
15	88	Medium	8	57	1	66												
20	65	High	8	50	0	64												
24	93	High	5	62	1	70												
19	84	Medium	9	97	1	68												
26	98	High	9	98	4	74												
34	74	Low	7	76	2	71												
15	64	Medium	8	82	0	61												
12	80	Low	7	90	3	64												
22	63	Low	5	53	2	64												
24	99	Medium	7	69	0	73												
19	62	High	6	82	0	62												
29	90	Medium	7	95	0	71												
12	81	Medium	9	86	2	68												
24	75	Low	5	68	2	67												
16	63	Medium	6	95	1	63												
30	85	Medium	6	83	2	71												
32	83	Medium	6	92	1	72												
15	71	Medium	6	69	3	66												
17	96	Medium	7	50	1	67												
25	72	Medium	8	58	0	66												
18	78	Medium	8	96	4	68												
20	82	Low	7	52	0	64												
20	64	Medium	8	80	1	65												
8	97	Medium	10	70	0	66												
20	75	High	7	71	1	69												
16	63	High	9	70	2	64												
17	75	High	8	53	1	65												
29	84	Medium	10	56	3	72												
12	81	Medium	8	53	1	65												
25	88	High	6	53	2	70												
18	62	Medium	7	54	2	64												
18	71	Low	7	85	1	62												
25	93	High	8	56	0	69												
22	63	Low	6	63	1	62												
23	94	Low	9	83	2	69												
26	64	High	7	56	3	66												
18	93	High	8	96	2	71												
16	74	High	7	74	4	66												
13	84	Medium	7	98	0	64												
15	66	High	7	60	2	63												
38	63	High	8	52	1	69												
27	69	High	10	80	1	68												
12	65	High	4	66	0	63												
12	72	Medium	8	79	1	64												
23	81	Low	7	74	0	66												
23	84	High	7	73	1	71												
23	92	Medium	4	93	0	72												
18	86	Medium	8	60	2	88												
19	84	High	7	75	1	66												
22	76	Medium	6	71	0	65												
21	79	Medium	7	84	2	66												
7	77	Medium	7	53	4	62												
19	94	Low	4	76	4	68												
15	69	Medium	7	74	2	65												
21	60	High	8	99	0	62												
38	86	Medium	6	88	1	74												
22	68	Low	7	58	0	64												
18	96	High	7	75	2	72												
26	94	Medium	9	89	0	70												
23	63	Medium	7	76	2	65												
23	64	High	8	68	3	66												
24	80	Medium	7	69	0	67												
32	84	High	10	68	1	73												
13	71	High	6	51	4	65												
23	89	High	6	87	4	74												
14	84	Medium	7	81	0	66												
23	73	Medium	6	63	1	67												
14	61	Medium	5	82	0	58												
17	90	High	8	65	2	71												
18	69	High	4	62	1	63												
26	93	High	6	87	1	73												
26	77	Medium	5	90	1	68												
13	83	Medium	7	81	4	66												
20	95	Medium	4	89	3	68												
16	95	Low	8	68	2	66												
12	75	High	8	54	1	62												
19	68	Medium	5	80	0	78												
18	91	Medium	7	63	1	68												
35	77	High	8	89	5	77												
23	68	Low	8	68	1	65												
12	96	High	5	84	3	73												
17	68	Low	5	78	4	64												
26	61	High	9	91	0	67												
33	61	Medium	6	92	1	69												
10	85	Low	6	53	1	60												
9	86	Medium	8	65	0	66												
31	72	High	5	94	2	70												
22	73	Medium	7	70	2	66												
15	74	Medium	8	76	1	64												
23	87	High	5	59	1	70												
4	62	Medium	6	78	3	58												
20	97	High	5	63	0	69												
22	69	Medium	6	91	0	64												
26	100	Medium	9	60	2	72												
14	67	Medium	9	68	1	60												
21	91	Medium	7	55	2	70												
14	69	Low	8	79	1	62												
22	63	Medium	8	97	1	66												
15	95	Medium	6	59	0	66												
18	94	Medium	7	51	1	65												
14	76	Medium	5	71	1	64												
24	88	Medium	6	87	1	72												
25	82	Medium	7	99	3	71												
19	94	High	5	53	1	68												
20	73	Medium	5	89	2	68												
11	81	Medium	6	68	2	64												
18	79	Medium	9	58	3	65												
20	74	High	9	60	1	64												
36	96	Low	7	96	1	75												
13	67	Medium	8	90	2	61												
29	66	High	6	66	0	68												
26	83	Medium	4	97	2	70												
22	86	Medium	6	55	5	71												
31	68	High	7	66	0	66												
22	76	Low	7	83	0	66												
22	98	Medium	7	100	0	70												
20	70	Medium	7	73	0	62												
27	87	Low	6	91	4	72												
27	90	Medium	8	96	0	72												
16	78	Medium	5	50	2	63												
12	98	Low	8	64	5	69												
19	89	Medium	6	55	0	68												
15	78	High	10	89	0	67												
20	83	High	7	78	3	71												
27	88	Medium	6	55	2	67												
17	84	Low	6	71	0	62												
20	95	Medium	6	76	0	69												
20	74	Medium	8	85	2	67												
25	72	High	7	89	2	71												
7	69	High	8	54	1	87												
16	62	Medium	8	74	2	62												
21	62	Low	7	58	2	64												
27	95	High	8	88	3	74												
17	87	High	9	83	0	69												
9	86	Medium	8	86	1	65												
24	85	Medium	7	54	2	66												
16	94	Medium	8	76	3	70												
13	79	High	5	92	3	68												
16	95	Low	10	86	4	70												
19	74	High	8	93	1	68												
16	97	Low	8	60	0	69												
7	88	High	7	64	2	66												
25	70	Medium	4	72	0	65												
28	83	Medium	7	76	1	71												
24	81	Low	7	63	1	66												
13	66	Medium	6	69	2	61												
19	84	Medium	6	84	3	69												
20	73	Medium	6	82	1	65												
24	62	Medium	8	56	0	63												
24	98	Low	9	99	2	73												
16	86	Medium	7	78	1	68												
20	95	Medium	6	74	1	70												
23	87	Medium	6	98	3	72												
29	74	Medium	7	57	3	68												
24	81	Medium	7	77	0	68												
25	87	Medium	8	90	1	71												
21	98	Low	6	70	1	68												
28	70	Low	8	87	3	70												
22	95	Low	8	95	2	70												
15	97	Medium	6	63	2	69												
28	87	Medium	4	62	2	73												
24	97	Medium	6	68	1	72												
17	76	High	9	71	0	67												
17	98	Medium	4	56	2	69												
22	88	Medium	9	62	1	68												
23	62	Low	4	94	0	64												
21	96	High	6	78	2	71												
22	79	Medium	6	63	1	68												
30	78	High	10	97	1	70												
26	83	High	7	89	3	72												
21	66	High	7	68	2	65												
26	79	High	6	88	1	70												
14	93	Medium	8	80	2	69												
22	61	Medium	6	84	0	64												
31	71	High	7	66	3	67												
19	60	High	6	60	1	65												
15	77	Medium	8	63	0	62												
16	89	Medium	8	54	2	68												
13	92	High	6	74	2	68												
15	98	Medium	6	70	1	68												
18	84	Low	6	50	4	68												
12	70	Medium	7	93	1	62												
20	97	Low	8	84	4	72												
25	91	Medium	7	72	1	69												
15	83	High	4	98	3	68												
29	88	Medium	8	97	4	71												
23	97	High	5	55	0	69												
26	88	High	6	81	1	71												
16	75	High	7	91	2	65												
25	89	High	7	59	1	68												
13	62	Medium	8	56	1	60												
25	75	Medium	6	63	3	68												
21	76	High	6	64	1	66												
23	67	Medium	7	98	4	66												
13	61	Medium	8	89	4	62												
15	65	Medium	8	53	2	61												
24	86	Medium	7	89	2	69												
14	92	High	9	58	1	69												
23	100	Medium	9	68	4	74												
12	74	High	8	66	1	62												
25	84	Medium	5	64	0	67												
13	97	Medium	8	65	1	69												
23	67	Low	7	88	1	66												
24	89	High	6	63	2	72												
16	90	Low	6	90	2	69												
23	64	High	7	55	0	65												
22	94	High	6	80	0	72												
17	93	Medium	7	93	2	69												
14	61	High	7	54	3	60												
8	64	Medium	7	82	0	61												
22	62	Low	8	76	1	63												
11	73	Medium	7	67	3	63												
21	80	Medium	6	55	1	68												
18	81	Medium	4	84	1	68												
24	71	Medium	8	65	1	65												
18	96	High	7	67	1	71												
18	75	Medium	7	86	1	64												
24	62	Medium	9	97	1	65												
22	72	Medium	5	67	2	67												
22	81	Medium	7	87	0	67												
23	76	Medium	6	98	1	67												
11	71	Medium	8	55	1	87												
25	65	High	4	76	1	67												
24	93	Medium	8	51	4	72												
14	100	Low	8	91	0	69												
19	73	Medium	6	64	1	65												
20	75	Medium	7	67	1	66												
19	85	High	6	84	3	70												
22	89	High	8	89	0	71												
29	76	High	8	70	1	67												
26	96	Medium	5	83	0	72												
12	82	Medium	5	98	0	63												
24	78	Low	9	94	0	67												
28	86	Medium	10	85	6	72												
22	98	Medium	8	97	1	72												
27	92	Medium	8	94	1	70												
32	62	Medium	7	86	0	67												
26	73	Medium	7	96	0	68												
21	79	Medium	8	91	1	67												
26	73	High	7	75	3	70												
21	88	Low	9	75	1	67												
20	93	Medium	7	50	1	71												
18	89	Low	7	52	1	69												
29	100	Medium	7	87	3	74												
15	71	Low	7	78	0	63												
29	95	Low	9	88	0	72												
23	91	Low	7	97	2	71												
12	74	Medium	7	73	1	64												
22	89	Medium	7	54	1	69												
7	64	High	6	81	2	62												
24	92	Medium	5	55	1	69												
25	81	Low	9	81	2	68												
16	72	Medium	9	76	6	67												
21	86	Medium	9	86	2	71												
32	86	Medium	5	68	1	70												
17	68	Medium	9	57	2	63												
14	61	High	10	62	0	60												
29	77	Medium	9	84	0	69												
32	83	Medium	9	74	3	71												
20	95	Low	8	77	1	69												
26	97	Low	6	66	2	73												
28	81	High	8	92	1	73												
16	90	Medium	5	100	1	68												
17	78	Medium	6	66	2	67												
27	90	High	7	86	2	74												
30	68	High	7	59	3	68												
23	75	Medium	8	87	1	69												
15	85	Medium	4	72	4	69												
32	61	High	7	80	0	68												
17	89	High	8	62	1	66												
18	93	Low	8	93	3	69												
22	76	Medium	8	59	1	66												
29	78	Medium	7	96	5	72												
25	94	Low	6	53	1	69												
22	91	Medium	8	64	1	68												
23	72	Medium	7	78	1	66												
20	73	Low	8	93	1	65												
23	87	Medium	8	79	2	71												
5	83	Medium	7	61	2	61												
18	66	Medium	6	93	1	63												
21	72	High	9	80	1	66												
13	96	High	8	62	0	69												
22	88	High	10	78	0	71												
19	99	Medium	8	84	0	73												
31	91	Medium	8	84	2	72												
29	98	High	5	86	2	73												
17	69	High	7	95	1	65												
19	91	High	7	91	1	71												
20	61	Medium	8	80	1	65												
17	87	Medium	8	52	1	67												
21	79	High	8	87	1	69												
15	74	High	10	99	0	63												
13	94	High	6	65	2	68												
24	94	Low	8	80	1	70												
24	61	Medium	8	88	1	64												
15	84	Medium	10	82	1	64												
25	75	High	8	96	1	68												
16	77	High	8	74	0	65												
22	93	Medium	8	77	0	70												
25	72	Medium	8	52	0	66												
20	98	Low	9	95	1	70												
23	67	Medium	6	63	3	66												
17	87	Medium	6	99	2	69												
19	87	High	10	60	2	69												
19	70	High	4	63	1	64												
16	73	Medium	7	74	1	64												
19	93	Medium	7	83	1	69												
11	90	Medium	7	72	3	67												
17	73	Medium	9	68	2	63												
18	81	High	8	77	1	67												
18	62	High	6	98	3	65												
19	68	Medium	6	98	2	64												
20	79	Medium	7	66	3	68												
23	63	Medium	9	84	0	64												
25	94	Medium	7	86	2	70												
16	89	Medium	7	83	0	70												
13	98	Low	6	56	1	67												
14	88	High	8	77	2	69												
17	98	Medium	7	88	2	70												
18	82	High	6	60	5	69												
15	84	Low	9	67	1	65												
12	99	High	10	60	0	66												
17	86	High	7	94	2	70												
21	61	Low	7	93	1	63												
24	89	Medium	5	58	3	69												
17	96	High	8	88	4	74												
18	92	Medium	8	68	2	70												
14	83	Medium	7	84	1	66												
20	87	High	6	75	0	68												
15	100	Low	10	74	2	67												
23	64	Medium	8	94	2	66												
9	87	Medium	6	82	0	65												
18	71	Medium	8	62	3	66												
22	86	Medium	7	56	1	69												
21	84	Medium	7	97	2	67												
36	66	High	8	58	1	69												
22	68	Medium	4	87	2	66												
14	85	Medium	4	75	2	64												
19	65	Medium	9	57	1	61												
9	71	High	7	89	0	61												
20	93	Medium	6	95	1	70												
15	73	High	5	56	1	65												
25	80	Low	7	53	1	67												
17	98	Medium	7	92	0	69												
19	69	Low	9	75	2	63												
16	76	Medium	8	84	1	66												
30	84	Medium	7	72	3	73												
18	90	High	8	71	0	68												
31	96	High	9	65	0	74												
25	97	Medium	8	78	0	70												
23	91	Low	8	58	0	68												
22	69	High	7	86	1	67												
22	61	Medium	6	77	1	65												
8	75	Medium	5	92	5	66												
18	66	Medium	5	96	0	64												
25	88	Medium	8	95	1	72												
